PC_ID,Innate,Current,Maximum,derivative
1133,honesty,0.41,0.41,0.52
1133,intuition,1.43,1.43,0.12
1133,loyalty,1.85,1.85,0.04
1133,memory,-0.75,-0.75,0.20
1133,obedience,0.41,0.41,0.21
1133,pain tolerance,0.17,0.17,0.35
1133,perception,0.52,0.52,0.04
1133,reflex,2.02,2.02,0.10
1133,speed,0.11,0.11,0.77
1133,strength,1.42,1.42,0.01
1134,agility,-0.01,-0.01,0.11
1134,analytical reasoning,0.12,0.12,0.08
1134,bravery,0.98,0.98,0.19
1134,endurance,0.77,0.77,0.25
1134,honesty,-0.13,-0.13,0.18
1134,intuition,0.66,0.66,0.35
1134,loyalty,3.54,3.54,0.04
1134,memory,0.92,0.92,0.08
1134,obedience,0.81,0.81,0.06
1134,pain tolerance,0.41,0.41,0.16
1134,perception,-0.23,-0.23,0.42
1134,reflex,1.89,1.89,0.97
1134,speed,1.90,1.90,0.36
1134,strength,2.94,2.94,0.79
1136,agility,0.47,0.47,0.01
1136,analytical reasoning,-0.12,-0.12,0.05
1136,bravery,0.37,0.37,0.26
1136,endurance,0.67,0.67,0.01
1136,honesty,1.11,1.11,0.16
1136,intuition,2.40,2.40,0.10
1136,loyalty,0.51,0.51,0.13
1136,memory,0.95,0.95,0.05
1136,obedience,0.08,0.08,0.13
1136,pain tolerance,1.27,1.27,0.05
1136,perception,0.80,0.80,0.35
1136,reflex,2.35,2.35,0.31
1136,speed,-0.23,-0.23,0.09
1136,strength,0.05,0.05,0.13
1137,agility,0.75,0.75,0.14
1137,analytical reasoning,2.65,2.65,0.02
1137,bravery,2.60,2.60,0.01
1137,endurance,0.64,0.64,0.20
1137,honesty,-0.10,-0.10,0.11
1137,intuition,1.21,1.21,0.23
1137,loyalty,1.28,1.28,0.26
1137,memory,0.82,0.82,0.14
1137,obedience,0.87,0.87,0.16
1137,pain tolerance,0.34,0.34,0.24
1137,perception,1.51,1.51,0.01
1137,reflex,1.27,1.27,0.13
1137,speed,2.93,2.93,0.62
1137,strength,1.46,1.46,0.03
1143,agility,2.04,2.04,0.09
1143,analytical reasoning,0.39,0.39,0.12
1143,bravery,-0.28,-0.28,0.20
1143,endurance,-1.01,-1.01,0.56
1143,honesty,-0.38,-0.38,0.01
1143,intuition,1.51,1.51,0.51
1143,loyalty,0.81,0.81,0.22
1143,memory,1.16,1.16,0.23
1143,obedience,0.79,0.79,0.04
1143,pain tolerance,1.18,1.18,0.72
1143,perception,3.32,3.32,0.02
1143,reflex,0.22,0.22,0.24
1143,speed,0.95,0.95,0.35
1143,strength,1.11,1.11,0.47
1145,agility,1.00,1.00,0.16
1145,analytical reasoning,1.73,1.73,0.49
1145,bravery,0.77,0.77,0.03
1145,endurance,1.40,1.40,0.02
1145,honesty,1.44,1.44,0.08
1145,intuition,2.60,2.60,0.48
1145,loyalty,-0.28,-0.28,0.03
1145,memory,1.59,1.59,0.23
1145,obedience,-1.22,-1.22,0.11
1145,pain tolerance,0.33,0.33,0.01
1145,perception,0.72,0.72,0.03
1145,reflex,1.90,1.90,0.04
1145,speed,0.02,0.02,0.09
1145,strength,0.85,0.85,0.09
1147,agility,1.62,1.62,0.18
1147,analytical reasoning,-0.66,-0.66,0.25
1147,bravery,2.06,2.06,0.22
1147,endurance,1.67,1.67,0.03
1147,honesty,1.05,1.05,0.16
1147,intuition,0.67,0.67,0.05
1147,loyalty,1.89,1.89,0.21
1147,memory,2.66,2.66,0.02
1147,obedience,2.56,2.56,0.04
1147,pain tolerance,-0.33,-0.33,0.05
1147,perception,0.54,0.54,0.03
1147,reflex,3.28,3.28,0.04
1147,speed,3.09,3.09,0.21
1147,strength,0.91,0.91,0.39
1149,agility,1.96,1.96,0.06
1149,analytical reasoning,3.08,3.08,0.06
1149,bravery,2.73,2.73,0.47
1149,endurance,1.77,1.77,0.03
1149,honesty,0.45,0.45,0.19
1149,intuition,0.48,0.48,0.20
1149,loyalty,1.84,1.84,0.33
1149,memory,1.22,1.22,0.15
1149,obedience,0.95,0.95,0.26
1149,pain tolerance,-0.66,-0.66,0.04
1149,perception,0.55,0.55,0.23
1149,reflex,1.43,1.43,0.13
1149,speed,1.46,1.46,0.05
1149,strength,0.93,0.93,0.15
1150,agility,2.09,2.09,0.01
1150,analytical reasoning,1.94,1.94,0.10
1150,bravery,1.78,1.78,0.10
1150,endurance,1.49,1.49,0.05
1150,honesty,1.63,1.63,0.01
1150,intuition,1.79,1.79,0.05
1150,loyalty,-0.64,-0.64,0.16
1150,memory,1.11,1.11,0.55
1150,obedience,0.84,0.84,0.06
1150,pain tolerance,1.15,1.15,0.08
1150,perception,0.90,0.90,0.01
1150,reflex,0.97,0.97,0.03
1150,speed,1.95,1.95,0.04
1150,strength,2.30,2.30,0.02
1151,agility,2.95,2.95,0.63
1151,analytical reasoning,2.32,2.32,0.01
1151,bravery,1.30,1.30,0.36
1151,endurance,0.10,0.10,0.42
1151,honesty,2.56,2.56,0.05
1151,intuition,0.54,0.54,0.16
1151,loyalty,1.09,1.09,0.17
1151,memory,1.41,1.41,0.40
1151,obedience,0.76,0.76,0.08
1151,pain tolerance,0.72,0.72,0.12
1151,perception,0.81,0.81,0.72
1151,reflex,1.27,1.27,0.11
1151,speed,0.33,0.33,0.26
1151,strength,2.32,2.32,0.21
1156,agility,2.23,2.23,0.04
1156,analytical reasoning,1.91,1.91,0.01
1156,bravery,0.70,0.70,0.12
1156,endurance,0.67,0.67,0.19
1156,honesty,1.62,1.62,0.23
1156,intuition,3.64,3.64,0.14
1156,loyalty,0.71,0.71,0.08
1156,memory,1.68,1.68,0.18
1156,obedience,1.53,1.53,0.02
1156,pain tolerance,0.86,0.86,0.72
1156,perception,-0.37,-0.37,0.03
1156,reflex,0.61,0.61,0.05
1156,speed,1.66,1.66,0.03
1156,strength,0.57,0.57,0.07
1157,agility,1.68,1.68,0.05
1157,analytical reasoning,2.11,2.11,0.03
1157,bravery,2.02,2.02,0.09
1157,endurance,1.52,1.52,0.11
1157,honesty,0.58,0.58,0.14
1157,intuition,-0.01,-0.01,0.23
1157,loyalty,-0.77,-0.77,0.01
1157,memory,1.53,1.53,0.06
1157,obedience,0.63,0.63,0.10
1157,pain tolerance,1.31,1.31,0.71
1157,perception,1.47,1.47,0.12
1157,reflex,0.06,0.06,0.14
1157,speed,1.37,1.37,0.01
1157,strength,0.04,0.04,0.07
1158,agility,1.67,1.67,0.01
1158,analytical reasoning,1.40,1.40,0.23
1158,bravery,0.92,0.92,0.23
1158,endurance,0.34,0.34,0.27
1158,honesty,0.36,0.36,0.11
1158,intuition,1.26,1.26,0.17
1158,loyalty,0.79,0.79,0.06
1158,memory,2.19,2.19,0.28
1158,obedience,3.27,3.27,0.33
1158,pain tolerance,0.98,0.98,0.03
1158,perception,1.76,1.76,0.30
1158,reflex,3.03,3.03,0.39
1158,speed,2.74,2.74,0.08
1158,strength,-0.16,-0.16,0.15
1163,agility,1.11,1.11,0.02
1163,analytical reasoning,1.93,1.93,0.11
1163,bravery,2.84,2.84,0.21
1163,endurance,2.61,2.61,0.09
1163,honesty,1.16,1.16,0.45
1163,intuition,1.85,1.85,0.11
1163,loyalty,1.73,1.73,0.21
1163,memory,2.39,2.39,0.11
1163,obedience,0.81,0.81,0.02
1163,pain tolerance,1.95,1.95,0.18
1163,perception,0.66,0.66,0.47
1163,reflex,0.46,0.46,0.24
1163,speed,-0.52,-0.52,0.30
1163,strength,-0.64,-0.64,0.13
1164,agility,1.13,1.13,0.35
1164,analytical reasoning,2.78,2.78,0.35
1164,bravery,1.42,1.42,0.15
1164,endurance,1.68,1.68,0.08
1164,honesty,-0.12,-0.12,0.11
1164,intuition,0.60,0.60,0.04
1164,loyalty,1.67,1.67,0.04
1164,memory,0.29,0.29,0.19
1164,obedience,0.68,0.68,0.03
1164,pain tolerance,2.32,2.32,0.01
1164,perception,0.18,0.18,0.44
1164,reflex,2.03,2.03,0.01
1164,speed,2.77,2.77,0.01
1164,strength,-0.62,-0.62,0.17
1168,agility,1.96,1.96,0.03
1168,analytical reasoning,1.71,1.71,0.41
1168,bravery,1.03,1.03,0.50
1168,endurance,-0.02,-0.02,0.03
1168,honesty,1.08,1.08,0.02
1168,intuition,2.57,2.57,0.04
1168,loyalty,-0.61,-0.61,0.02
1168,memory,0.43,0.43,0.10
1168,obedience,1.64,1.64,0.05
1168,pain tolerance,2.93,2.93,0.08
1168,perception,3.48,3.48,0.27
1168,reflex,1.06,1.06,0.08
1168,speed,1.34,1.34,0.12
1168,strength,0.85,0.85,0.07
1170,agility,1.42,1.42,0.15
1170,analytical reasoning,4.17,4.17,0.60
1170,bravery,1.48,1.48,0.60
1170,endurance,0.88,0.88,0.08
1170,honesty,2.15,2.15,0.05
1170,intuition,0.35,0.35,0.23
1170,loyalty,0.13,0.13,0.03
1170,memory,0.23,0.23,0.05
1170,obedience,1.29,1.29,0.05
1170,pain tolerance,-0.04,-0.04,0.01
1170,perception,0.88,0.88,0.12
1170,reflex,1.76,1.76,0.12
1170,speed,0.53,0.53,0.12
1170,strength,0.27,0.27,0.10
1172,agility,2.47,2.47,0.01
1172,analytical reasoning,2.05,2.05,0.02
1172,bravery,-0.19,-0.19,0.23
1172,endurance,2.20,2.20,0.15
1172,honesty,1.10,1.10,0.30
1172,intuition,0.98,0.98,0.03
1172,loyalty,0.95,0.95,0.33
1172,memory,1.21,1.21,0.30
1172,obedience,0.60,0.60,0.13
1172,pain tolerance,-0.19,-0.19,0.12
1172,perception,2.99,2.99,0.07
1172,reflex,-0.51,-0.51,0.03
1172,speed,1.07,1.07,0.22
1172,strength,1.61,1.61,0.15
1173,agility,0.16,0.16,0.06
1173,analytical reasoning,0.22,0.22,0.20
1173,bravery,-0.66,-0.66,0.08
1173,endurance,1.28,1.28,0.12
1173,honesty,1.05,1.05,0.14
1173,intuition,-0.35,-0.35,0.13
1173,loyalty,0.37,0.37,0.19
1173,memory,-0.46,-0.46,0.33
1173,obedience,-1.04,-1.04,0.02
1173,pain tolerance,0.95,0.95,0.25
1173,perception,1.76,1.76,0.09
1173,reflex,0.52,0.52,0.17
1173,speed,0.13,0.13,0.49
1173,strength,1.21,1.21,0.06
1176,agility,1.36,1.36,0.20
1176,analytical reasoning,-0.06,-0.06,0.86
1176,bravery,1.04,1.04,0.01
1176,endurance,1.02,1.02,0.25
1176,honesty,2.33,2.33,0.01
1176,intuition,0.51,0.51,0.16
1176,loyalty,0.92,0.92,0.01
1176,memory,1.82,1.82,0.77
1176,obedience,2.82,2.82,0.02
1176,pain tolerance,1.01,1.01,0.10
1176,perception,2.18,2.18,0.38
1176,reflex,1.57,1.57,0.15
1176,speed,1.95,1.95,0.40
1176,strength,1.41,1.41,0.27
1178,agility,0.37,0.37,0.01
1178,analytical reasoning,1.10,1.10,0.21
1178,bravery,1.84,1.84,0.27
1178,endurance,-0.10,-0.10,0.19
1178,honesty,3.01,3.01,0.14
1178,intuition,2.15,2.15,0.20
1178,loyalty,0.14,0.14,0.09
1178,memory,2.61,2.61,0.13
1178,obedience,0.59,0.59,0.29
1178,pain tolerance,2.16,2.16,0.02
1178,perception,0.32,0.32,0.01
1178,reflex,1.10,1.10,0.08
1178,speed,2.18,2.18,0.16
1178,strength,0.46,0.46,0.05
1179,agility,1.05,1.05,0.25
1179,analytical reasoning,1.32,1.32,0.08
1179,bravery,1.81,1.81,0.75
1179,endurance,1.17,1.17,0.08
1179,honesty,0.12,0.12,0.06
1179,intuition,-1.64,-1.64,0.22
1179,loyalty,0.67,0.67,0.20
1179,memory,2.18,2.18,0.05
1179,obedience,1.10,1.10,0.11
1179,pain tolerance,-0.01,-0.01,0.08
1179,perception,1.93,1.93,0.04
1179,reflex,0.96,0.96,0.04
1179,speed,-0.10,-0.10,0.11
1179,strength,0.98,0.98,0.26
1181,agility,0.50,0.50,0.01
1181,analytical reasoning,-0.66,-0.66,0.17
1181,bravery,1.82,1.82,0.09
1181,endurance,-1.23,-1.23,0.10
1181,honesty,1.92,1.92,0.16
1181,intuition,0.76,0.76,0.07
1181,loyalty,0.03,0.03,0.17
1181,memory,1.27,1.27,0.01
1181,obedience,0.69,0.69,0.08
1181,pain tolerance,1.75,1.75,0.56
1181,perception,-0.05,-0.05,0.20
1181,reflex,-0.41,-0.41,0.07
1181,speed,1.46,1.46,0.01
1181,strength,-0.80,-0.80,0.14
1182,agility,0.22,0.22,0.50
1182,analytical reasoning,1.16,1.16,0.14
1182,bravery,0.20,0.20,0.03
1182,endurance,-0.07,-0.07,0.15
1182,honesty,0.18,0.18,0.03
1182,intuition,1.22,1.22,0.01
1182,loyalty,1.52,1.52,0.01
1182,memory,0.60,0.60,0.01
1182,obedience,-0.01,-0.01,0.11
1182,pain tolerance,0.32,0.32,0.06
1182,perception,-0.93,-0.93,0.10
1182,reflex,1.11,1.11,0.01
1182,speed,0.52,0.52,0.06
1182,strength,0.92,0.92,0.02
1184,agility,0.74,0.74,0.04
1184,analytical reasoning,3.26,3.26,0.04
1184,bravery,1.51,1.51,0.12
1184,endurance,1.47,1.47,0.08
1184,honesty,0.20,0.20,0.51
1184,intuition,1.49,1.49,0.10
1184,loyalty,0.68,0.68,0.05
1184,memory,-0.45,-0.45,0.01
1184,obedience,0.08,0.08,0.15
1184,pain tolerance,1.47,1.47,0.08
1184,perception,1.10,1.10,0.08
1184,reflex,0.72,0.72,0.22
1184,speed,2.42,2.42,0.43
1184,strength,1.00,1.00,0.18
1186,agility,-0.80,-0.80,0.48
1186,analytical reasoning,1.21,1.21,0.05
1186,bravery,0.66,0.66,0.17
1186,endurance,0.06,0.06,0.99
1186,honesty,0.72,0.72,0.36
1186,intuition,0.04,0.04,0.24
1186,loyalty,0.75,0.75,0.05
1186,memory,0.17,0.17,0.11
1186,obedience,0.17,0.17,0.18
1186,pain tolerance,-0.26,-0.26,0.04
1186,perception,-0.68,-0.68,0.61
1186,reflex,1.40,1.40,0.19
1186,speed,0.22,0.22,0.12
1186,strength,1.51,1.51,0.09
1187,agility,1.20,1.20,0.09
1187,analytical reasoning,-0.49,-0.49,0.22
1187,bravery,1.75,1.75,0.12
1187,endurance,-0.35,-0.35,0.15
1187,honesty,-0.05,-0.05,0.19
1187,intuition,-0.79,-0.79,0.28
1187,loyalty,0.66,0.66,0.30
1187,memory,-0.84,-0.84,0.30
1187,obedience,1.36,1.36,0.18
1187,pain tolerance,0.12,0.12,0.22
1187,perception,0.32,0.32,0.09
1187,reflex,-0.85,-0.85,0.05
1187,speed,0.58,0.58,0.26
1187,strength,-1.10,-1.10,0.28
1188,agility,-0.16,-0.16,0.22
1188,analytical reasoning,1.33,1.33,0.15
1188,bravery,1.63,1.63,0.02
1188,endurance,1.62,1.62,0.57
1188,honesty,1.40,1.40,0.23
1188,intuition,2.08,2.08,0.05
1188,loyalty,0.92,0.92,0.50
1188,memory,1.36,1.36,0.05
1188,obedience,1.75,1.75,0.04
1188,pain tolerance,-1.02,-1.02,0.10
1188,perception,1.76,1.76,0.26
1188,reflex,1.64,1.64,0.01
1188,speed,0.16,0.16,0.08
1188,strength,0.37,0.37,0.26
1189,agility,1.51,1.51,0.14
1189,analytical reasoning,0.78,0.78,0.18
1189,bravery,-0.03,-0.03,0.01
1189,endurance,0.79,0.79,0.06
1189,honesty,-0.11,-0.11,0.19
1189,intuition,1.29,1.29,0.01
1189,loyalty,0.19,0.19,0.22
1189,memory,-0.23,-0.23,0.18
1189,obedience,-1.78,-1.78,0.82
1189,pain tolerance,1.43,1.43,0.10
1189,perception,-1.14,-1.14,0.13
1189,reflex,-1.33,-1.33,0.01
1189,speed,-1.83,-1.83,0.58
1189,strength,0.14,0.14,0.01
1190,agility,-1.00,-1.00,0.01
1190,analytical reasoning,0.28,0.28,0.01
1190,bravery,1.50,1.50,0.26
1190,endurance,0.16,0.16,0.36
1190,honesty,-0.78,-0.78,0.22
1190,intuition,-0.09,-0.09,0.16
1190,loyalty,2.15,2.15,0.06
1190,memory,-0.58,-0.58,0.20
1190,obedience,-0.20,-0.20,0.13
1190,pain tolerance,1.10,1.10,0.08
1190,perception,1.12,1.12,0.32
1190,reflex,0.20,0.20,0.20
1190,speed,1.24,1.24,0.17
1190,strength,1.35,1.35,0.67
1191,agility,0.72,0.72,0.01
1191,analytical reasoning,-1.46,-1.46,0.27
1191,bravery,1.83,1.83,0.11
1191,endurance,0.56,0.56,0.04
1191,honesty,0.46,0.46,0.08
1191,intuition,1.01,1.01,0.22
1191,loyalty,-0.31,-0.31,0.08
1191,memory,1.38,1.38,0.11
1191,obedience,2.17,2.17,0.46
1191,pain tolerance,-1.17,-1.17,0.36
1191,perception,0.80,0.80,0.81
1191,reflex,-0.96,-0.96,0.03
1191,speed,-1.17,-1.17,0.01
1191,strength,-0.50,-0.50,0.01
1192,agility,0.01,0.01,0.39
1192,analytical reasoning,-0.32,-0.32,0.69
1192,bravery,-0.04,-0.04,0.47
1192,endurance,1.16,1.16,0.01
1192,honesty,-0.62,-0.62,0.14
1192,intuition,1.29,1.29,0.02
1192,loyalty,-0.37,-0.37,0.15
1192,memory,-1.13,-1.13,0.41
1192,obedience,0.39,0.39,0.11
1192,pain tolerance,-0.78,-0.78,0.10
1192,perception,0.73,0.73,0.02
1192,reflex,-0.50,-0.50,0.07
1192,speed,-0.87,-0.87,0.17
1192,strength,0.91,0.91,0.27
1193,agility,-1.13,-1.13,0.06
1193,analytical reasoning,0.62,0.62,0.36
1193,bravery,-0.37,-0.37,0.15
1193,endurance,0.67,0.67,0.10
1193,honesty,-2.24,-2.24,0.27
1193,intuition,1.30,1.30,0.19
1193,loyalty,-0.37,-0.37,0.04
1193,memory,-1.44,-1.44,0.23
1193,obedience,0.27,0.27,0.35
1193,pain tolerance,1.17,1.17,0.03
1193,perception,-0.47,-0.47,0.01
1193,reflex,-0.21,-0.21,0.33
1193,speed,0.17,0.17,0.03
1193,strength,0.43,0.43,0.13
1194,agility,0.31,0.31,0.48
1194,analytical reasoning,0.48,0.48,0.14
1194,bravery,-0.76,-0.76,0.58
1194,endurance,-1.15,-1.15,0.17
1194,honesty,-0.66,-0.66,0.01
1194,intuition,-0.67,-0.67,0.04
1194,loyalty,0.91,0.91,0.21
1194,memory,1.05,1.05,0.11
1194,obedience,-1.04,-1.04,0.90
1194,pain tolerance,-0.02,-0.02,0.03
1194,perception,-0.74,-0.74,0.27
1194,reflex,-0.72,-0.72,0.13
1194,speed,1.00,1.00,0.03
1194,strength,1.90,1.90,0.12
1195,agility,-1.50,-1.50,0.47
1195,analytical reasoning,1.56,1.56,0.17
1195,bravery,0.08,0.08,0.07
1195,endurance,-1.34,-1.34,0.04
1195,honesty,-2.15,-2.15,0.07
1195,intuition,1.23,1.23,0.07
1195,loyalty,0.37,0.37,0.50
1195,memory,1.50,1.50,0.17
1195,obedience,0.47,0.47,0.10
1195,pain tolerance,-0.22,-0.22,0.04
1195,perception,-0.21,-0.21,0.07
1195,reflex,0.15,0.15,0.28
1195,speed,-1.14,-1.14,0.13
1195,strength,-2.55,-2.55,0.09
1196,agility,1.62,1.62,0.02
1196,analytical reasoning,1.50,1.50,0.28
1196,bravery,-0.24,-0.24,0.04
1196,endurance,-0.31,-0.31,0.19
1196,honesty,0.08,0.08,0.08
1196,intuition,2.89,2.89,0.01
1196,loyalty,-0.50,-0.50,0.44
1196,memory,2.32,2.32,0.13
1196,obedience,0.27,0.27,0.21
1196,pain tolerance,-0.62,-0.62,0.12
1196,perception,-2.19,-2.19,0.33
1196,reflex,0.09,0.09,0.68
1196,speed,0.50,0.50,0.13
1196,strength,0.64,0.64,0.10
1197,agility,-0.98,-0.98,0.12
1197,analytical reasoning,0.60,0.60,0.27
1197,bravery,-0.41,-0.41,0.06
1197,endurance,0.16,0.16,0.22
1197,honesty,0.60,0.60,0.27
1197,intuition,-0.46,-0.46,0.14
1197,loyalty,0.16,0.16,0.03
1197,memory,-0.62,-0.62,0.23
1197,obedience,-0.67,-0.67,0.18
1197,pain tolerance,0.28,0.28,0.08
1197,perception,1.20,1.20,0.01
1197,reflex,0.34,0.34,0.14
1197,speed,0.76,0.76,0.01
1197,strength,-0.27,-0.27,0.26
1198,agility,1.22,1.22,0.05
1198,analytical reasoning,-0.22,-0.22,0.01
1198,bravery,0.51,0.51,0.01
1198,endurance,-0.84,-0.84,0.11
1198,honesty,0.84,0.84,0.22
1198,intuition,-1.22,-1.22,0.21
1198,loyalty,-0.74,-0.74,0.14
1198,memory,0.80,0.80,0.12
1198,obedience,-1.19,-1.19,0.15
1198,pain tolerance,1.27,1.27,0.12
1198,perception,0.40,0.40,0.01
1198,reflex,-1.98,-1.98,0.02
1198,speed,0.40,0.40,0.14
1198,strength,-1.04,-1.04,0.05
1199,agility,-1.06,-1.06,0.01
1199,analytical reasoning,-2.62,-2.62,0.02
1199,bravery,-0.14,-0.14,0.06
1199,endurance,0.68,0.68,0.15
1199,honesty,0.96,0.96,0.10
1199,intuition,0.53,0.53,0.13
1199,loyalty,0.95,0.95,0.82
1199,memory,-0.33,-0.33,0.18
1199,obedience,-0.77,-0.77,0.01
1199,pain tolerance,0.45,0.45,0.01
1199,perception,0.74,0.74,0.07
1199,reflex,-0.06,-0.06,0.35
1199,speed,0.62,0.62,0.07
1199,strength,-1.13,-1.13,0.64
1200,agility,-0.42,-0.42,0.11
1200,analytical reasoning,2.56,2.56,0.04
1200,bravery,0.61,0.61,0.20
1200,endurance,0.74,0.74,0.10
1200,honesty,0.93,0.93,0.01
1200,intuition,0.57,0.57,0.01
1200,loyalty,1.28,1.28,0.17
1200,memory,-0.83,-0.83,0.02
1200,obedience,-1.12,-1.12,0.04
1200,pain tolerance,1.87,1.87,0.19
1200,perception,0.86,0.86,0.03
1200,reflex,-0.91,-0.91,0.06
1200,speed,-0.75,-0.75,0.01
1200,strength,0.17,0.17,0.09
1201,agility,2.22,2.22,0.37
1201,analytical reasoning,-0.30,-0.30,0.24
1201,bravery,0.88,0.88,0.03
1201,endurance,-0.09,-0.09,0.04
1201,honesty,0.14,0.14,0.23
1201,intuition,0.87,0.87,0.01
1201,loyalty,-0.71,-0.71,0.08
1201,memory,-0.79,-0.79,0.09
1201,obedience,0.39,0.39,0.13
1201,pain tolerance,1.39,1.39,0.01
1201,perception,0.57,0.57,0.12
1201,reflex,1.40,1.40,0.36
1201,speed,-1.33,-1.33,0.17
1201,strength,0.34,0.34,0.03
1202,agility,-1.38,-1.38,0.11
1202,analytical reasoning,-0.20,-0.20,0.23
1202,bravery,1.32,1.32,0.02
1202,endurance,0.32,0.32,0.27
1202,honesty,-1.35,-1.35,0.11
1202,intuition,0.23,0.23,0.30
1202,loyalty,-0.24,-0.24,0.31
1202,memory,1.13,1.13,0.16
1202,obedience,0.48,0.48,0.11
1202,pain tolerance,1.19,1.19,0.46
1202,perception,1.34,1.34,0.16
1202,reflex,-0.10,-0.10,0.03
1202,speed,0.01,0.01,0.39
1202,strength,-1.97,-1.97,0.20
1203,agility,-0.44,-0.44,0.04
1203,analytical reasoning,1.86,1.86,0.02
1203,bravery,-0.48,-0.48,0.06
1203,endurance,1.48,1.48,0.10
1203,honesty,1.51,1.51,0.16
1203,intuition,-0.74,-0.74,0.09
1203,loyalty,0.65,0.65,0.23
1203,memory,0.66,0.66,0.11
1203,obedience,-0.79,-0.79,0.02
1203,pain tolerance,1.69,1.69,0.01
1203,perception,1.53,1.53,0.09
1203,reflex,-0.75,-0.75,0.69
1203,speed,-0.49,-0.49,0.40
1203,strength,-0.01,-0.01,0.30
1204,agility,1.04,1.04,0.01
1204,analytical reasoning,-0.75,-0.75,0.06
1204,bravery,1.90,1.90,0.06
1204,endurance,-0.57,-0.57,0.44
1204,honesty,-0.60,-0.60,0.05
1204,intuition,2.75,2.75,0.02
1204,loyalty,2.47,2.47,0.39
1204,memory,0.70,0.70,0.09
1204,obedience,-2.28,-2.28,0.13
1204,pain tolerance,1.27,1.27,0.08
1204,perception,0.55,0.55,0.43
1204,reflex,-0.10,-0.10,0.04
1204,speed,1.21,1.21,0.20
1204,strength,1.33,1.33,0.10
1205,agility,1.15,1.15,0.02
1205,analytical reasoning,-1.47,-1.47,0.06
1205,bravery,-0.29,-0.29,0.30
1205,endurance,0.43,0.43,0.34
1205,honesty,1.50,1.50,0.04
1205,intuition,0.27,0.27,0.11
1205,loyalty,0.67,0.67,0.14
1205,memory,0.37,0.37,0.31
1205,obedience,1.24,1.24,0.14
1205,pain tolerance,1.45,1.45,0.01
1205,perception,-0.70,-0.70,0.35
1205,reflex,0.47,0.47,0.23
1205,speed,1.53,1.53,0.01
1205,strength,1.12,1.12,0.09
1206,agility,0.21,0.21,0.01
1206,analytical reasoning,-1.61,-1.61,0.02
1206,bravery,-0.05,-0.05,0.17
1206,endurance,0.75,0.75,0.39
1206,honesty,-0.89,-0.89,0.01
1206,intuition,0.06,0.06,0.04
1206,loyalty,-0.23,-0.23,0.06
1206,memory,-0.61,-0.61,0.12
1206,obedience,1.48,1.48,0.03
1206,pain tolerance,2.14,2.14,0.07
1206,perception,0.47,0.47,0.35
1206,reflex,1.11,1.11,0.24
1206,speed,0.06,0.06,0.12
1206,strength,0.50,0.50,0.10
1207,agility,-0.84,-0.84,0.30
1207,analytical reasoning,0.95,0.95,0.01
1207,bravery,-0.57,-0.57,0.49
1207,endurance,-0.35,-0.35,0.99
1207,honesty,0.46,0.46,0.26
1207,intuition,-0.78,-0.78,0.38
1207,loyalty,0.94,0.94,0.17
1207,memory,1.26,1.26,0.16
1207,obedience,-0.16,-0.16,0.25
1207,pain tolerance,1.29,1.29,0.13
1207,perception,0.12,0.12,0.22
1207,reflex,0.83,0.83,0.01
1207,speed,1.63,1.63,0.10
1207,strength,1.50,1.50,0.06
1208,agility,-0.13,-0.13,0.08
1208,analytical reasoning,0.62,0.62,0.01
1208,bravery,0.01,0.01,0.13
1208,endurance,-0.39,-0.39,0.01
1208,honesty,0.46,0.46,0.12
1208,intuition,-1.83,-1.83,0.15
1208,loyalty,0.22,0.22,0.06
1208,memory,0.12,0.12,0.07
1208,obedience,1.34,1.34,0.10
1208,pain tolerance,0.92,0.92,0.01
1208,perception,1.33,1.33,0.09
1208,reflex,-1.39,-1.39,0.28
1208,speed,1.15,1.15,0.14
1208,strength,1.03,1.03,0.01
1209,agility,1.87,1.87,0.16
1209,analytical reasoning,1.07,1.07,0.06
1209,bravery,1.16,1.16,0.28
1209,endurance,0.19,0.19,0.27
1209,honesty,-0.16,-0.16,0.30
1209,intuition,1.22,1.22,0.03
1209,loyalty,-0.34,-0.34,0.10
1209,memory,0.18,0.18,0.10
1209,obedience,0.09,0.09,0.11
1209,pain tolerance,-0.93,-0.93,0.61
1209,perception,-0.40,-0.40,0.10
1209,reflex,-0.55,-0.55,0.08
1209,speed,-1.59,-1.59,0.02
1209,strength,1.57,1.57,0.05
1210,agility,-0.53,-0.53,0.41
1210,analytical reasoning,-0.53,-0.53,0.02
1210,bravery,0.30,0.30,0.62
1210,endurance,0.54,0.54,0.26
1210,honesty,0.32,0.32,0.05
1210,intuition,-0.58,-0.58,0.09
1210,loyalty,2.16,2.16,0.01
1210,memory,0.78,0.78,0.01
1210,obedience,-1.42,-1.42,0.14
1210,pain tolerance,0.45,0.45,0.11
1210,perception,-0.81,-0.81,0.08
1210,reflex,-0.35,-0.35,0.01
1210,speed,-2.07,-2.07,0.03
1210,strength,-0.49,-0.49,0.01
1211,agility,-0.02,-0.02,0.03
1211,analytical reasoning,-0.58,-0.58,0.02
1211,bravery,0.08,0.08,0.09
1211,endurance,-1.72,-1.72,0.61
1211,honesty,1.15,1.15,0.20
1211,intuition,-0.76,-0.76,0.01
1211,loyalty,-0.66,-0.66,0.15
1211,memory,0.48,0.48,0.03
1211,obedience,-1.34,-1.34,0.02
1211,pain tolerance,1.79,1.79,0.13
